Run	AGE	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	env_broad_scale	env_local_scale	env_medium	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Group	HOST	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	litter_id	mouse_id	Organism	Platform	ReleaseDate	create_date	version	Sample Name	SRA Study	total_sequences	study_name	uuid
SRR28674745	1	WGS	302	273804072	PRJNA1099939	SAMN40961926	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	125531295	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-01-17	public	run.zq,sra,fastq	s3,ncbi,gs	ncbi.public,s3.us-east-1,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24242964	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG058AM3_1MTH_01172020	PAIRED	RANDOM	METAGENOMIC	hSCATG058	hSCATG058AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG058AM3_1MTH_01172020	SRP501636	1063857	SampsonTR_2025	2099d025-153c-4746-bbf2-44d2b24a36e6
SRR28674746	12	WGS	302	547407918	PRJNA1099939	SAMN40961777	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	236926603	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-06-11	public	fastq,sra,run.zq	s3,ncbi,gs	ncbi.public,gs.us-east1,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243092	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG026AM2_12MTH_06112020	PAIRED	RANDOM	METAGENOMIC	hSCATG026	hSCATG026AM2	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG026AM2_12MTH_06112020	SRP501636	2157148	SampsonTR_2025	4de35fa7-0767-46e8-8ab4-d3d4b2d8bb83
SRR28674747	6	WGS	302	346729220	PRJNA1099939	SAMN40961776	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	151618556	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-12-16	public	sra,run.zq,fastq	gs,ncbi,s3	s3.us-east-1,gs.us-east1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243091	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG025AM4_6MTH_12162019	PAIRED	RANDOM	METAGENOMIC	hSCATG025	hSCATG025AM4	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG025AM4_6MTH_12162019	SRP501636	1444737	SampsonTR_2025	6eb04e1a-d964-4708-b745-1bd6f8f21a28
SRR28674748	3	WGS	302	494323264	PRJNA1099939	SAMN40961775	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	217142124	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-09-16	public	run.zq,sra,fastq	s3,gs,ncbi	ncbi.public,s3.us-east-1,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243090	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG025AM4_3MTH_09162019	PAIRED	RANDOM	METAGENOMIC	hSCATG025	hSCATG025AM4	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG025AM4_3MTH_09162019	SRP501636	2050296	SampsonTR_2025	ebb25f85-d372-49da-ab70-6d1672428059
SRR28674752	3	WGS	302	388938854	PRJNA1099939	SAMN40961771	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	176048483	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-09-16	public	fastq,run.zq,sra	s3,gs,ncbi	gs.us-east1,ncbi.public,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243086	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG025AM2_3MTH_09162019	PAIRED	RANDOM	METAGENOMIC	hSCATG025	hSCATG025AM2	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG025AM2_3MTH_09162019	SRP501636	1248953	SampsonTR_2025	bab083de-017a-4072-b297-b4c63987a04e
SRR28674753	1	WGS	302	371189106	PRJNA1099939	SAMN40961726	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	162589104	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-07-01	public	fastq,sra,run.zq	s3,ncbi,gs	ncbi.public,s3.us-east-1,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243085	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG018AM1_1MTH_07012019	PAIRED	RANDOM	METAGENOMIC	hSCATG018	hSCATG018AM1	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG018AM1_1MTH_07012019	SRP501636	1482992	SampsonTR_2025	84c729c0-29ed-4fdf-b493-943714be1239
SRR28674754	1	WGS	302	345337906	PRJNA1099939	SAMN40961762	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	159416829	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-07-15	public	fastq,run.zq,sra	ncbi,gs,s3	gs.us-east1,s3.us-east-1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243084	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG023AM2_1MTH_07152019	PAIRED	RANDOM	METAGENOMIC	hSCATG023	hSCATG023AM2	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG023AM2_1MTH_07152019	SRP501636	1247533	SampsonTR_2025	a188c8ad-620f-41d2-950d-9720a101d50f
SRR28674755	12	WGS	302	292016182	PRJNA1099939	SAMN40961761	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	132207043	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-06-11	public	sra,run.zq,fastq	gs,s3,ncbi	gs.us-east1,ncbi.public,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243083	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG023AM2_12MTH_06112020	PAIRED	RANDOM	METAGENOMIC	hSCATG023	hSCATG023AM2	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG023AM2_12MTH_06112020	SRP501636	1112494	SampsonTR_2025	67fe14a9-9de9-485a-a930-a888b4e18f6d
SRR28674756	12	WGS	302	504343926	PRJNA1099939	SAMN40961725	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	220307477	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-06-04	public	sra,fastq,run.zq	s3,gs,ncbi	s3.us-east-1,gs.us-east1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243082	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG018AM1_12MTH_06042020	PAIRED	RANDOM	METAGENOMIC	hSCATG018	hSCATG018AM1	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG018AM1_12MTH_06042020	SRP501636	2062694	SampsonTR_2025	ecbda259-a0d9-43e4-b0b0-bc6aae0a7446
SRR28674757	6	WGS	302	276577640	PRJNA1099939	SAMN40961760	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	140237877	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-12-03	public	sra,run.zq,fastq	s3,ncbi,gs	s3.us-east-1,ncbi.public,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243081	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG022AM2_6MTH_12032019	PAIRED	RANDOM	METAGENOMIC	hSCATG022	hSCATG022AM2	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG022AM2_6MTH_12032019	SRP501636	681526	SampsonTR_2025	da6edc93-2a54-4f68-85d5-4650238ba63f
SRR28674759	1	WGS	302	359313560	PRJNA1099939	SAMN40961758	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	160267763	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-07-05	public	run.zq,fastq,sra	gs,ncbi,s3	ncbi.public,s3.us-east-1,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243079	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG022AM2_1MTH_07052019	PAIRED	RANDOM	METAGENOMIC	hSCATG022	hSCATG022AM2	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG022AM2_1MTH_07052019	SRP501636	1379892	SampsonTR_2025	7d3bbf0e-4dbd-4ce4-be36-80175d0d6028
SRR28674760	12	WGS	302	319513886	PRJNA1099939	SAMN40961757	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	139874546	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-06-11	public	run.zq,sra,fastq	gs,ncbi,s3	ncbi.public,gs.us-east1,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243078	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG022AM2_12MTH_06112020	PAIRED	RANDOM	METAGENOMIC	hSCATG022	hSCATG022AM2	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG022AM2_12MTH_06112020	SRP501636	1230074	SampsonTR_2025	44e3c59d-592a-464a-8a81-28f6dcdee765
SRR28674767	6	WGS	302	487886134	PRJNA1099939	SAMN40961724	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	215226733	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-12-03	public	run.zq,sra,fastq	gs,s3,ncbi	gs.us-east1,ncbi.public,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243071	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG016AM3_6MTH_12032019	PAIRED	RANDOM	METAGENOMIC	hSCATG016	hSCATG016AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG016AM3_6MTH_12032019	SRP501636	1999536	SampsonTR_2025	22064a71-9f8e-4a73-96dd-e90356c26340
SRR28674768	1	WGS	302	415174198	PRJNA1099939	SAMN40961750	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	180908183	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-07-05	public	run.zq,fastq,sra	ncbi,gs,s3	gs.us-east1,ncbi.public,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243070	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG021AM4_1MTH_07052019	PAIRED	RANDOM	METAGENOMIC	hSCATG021	hSCATG021AM4	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG021AM4_1MTH_07052019	SRP501636	1680595	SampsonTR_2025	975171fe-7570-4a31-a140-53d8d26254a5
SRR28674775	3	WGS	302	435728318	PRJNA1099939	SAMN40961743	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	192135137	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-09-03	public	run.zq,sra,fastq	s3,gs,ncbi	gs.us-east1,s3.us-east-1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243063	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG021AM2_3MTH_09032019	PAIRED	RANDOM	METAGENOMIC	hSCATG021	hSCATG021AM2	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG021AM2_3MTH_09032019	SRP501636	1737135	SampsonTR_2025	a8a70bed-e980-4cb1-a72b-053cb7d5c4da
SRR28674776	6	WGS	302	418214432	PRJNA1099939	SAMN40961936	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	181762132	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-06-14	public	run.zq,fastq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243062	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG058AM5_6MTH_06142020	PAIRED	RANDOM	METAGENOMIC	hSCATG058	hSCATG058AM5	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG058AM5_6MTH_06142020	SRP501636	1661631	SampsonTR_2025	052b6271-89a0-4988-93f6-c53f48b944c2
SRR28674777	3	WGS	302	185391156	PRJNA1099939	SAMN40961935	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	92808692	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-04-07	public	run.zq,fastq,sra	s3,ncbi,gs	gs.us-east1,ncbi.public,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243061	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG058AM5_3MTH_04072020	PAIRED	RANDOM	METAGENOMIC	hSCATG058	hSCATG058AM5	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG058AM5_3MTH_04072020	SRP501636	378450	SampsonTR_2025	0aa67cd7-3112-4fd4-b799-f841b3f0665c
SRR28674791	1	WGS	302	391264556	PRJNA1099939	SAMN40961922	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	173625328	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-01-17	public	fastq,run.zq,sra	gs,s3,ncbi	s3.us-east-1,gs.us-east1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243176	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG058AM2_1MTH_01172020	PAIRED	RANDOM	METAGENOMIC	hSCATG058	hSCATG058AM2	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG058AM2_1MTH_01172020	SRP501636	1619296	SampsonTR_2025	aea388ed-1aac-41ed-a405-6032f5a812ac
SRR28674792	12	WGS	302	342915866	PRJNA1099939	SAMN40961921	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	155537602	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-12-12	public	sra,fastq,run.zq	gs,s3,ncbi	ncbi.public,gs.us-east1,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243175	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG058AM2_12MTH_12122020	PAIRED	RANDOM	METAGENOMIC	hSCATG058	hSCATG058AM2	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG058AM2_12MTH_12122020	SRP501636	1314956	SampsonTR_2025	b3d6f579-2d73-45b8-bfa0-0a3edde79ca2
SRR28674793	12	WGS	302	389004992	PRJNA1099939	SAMN40961741	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	172973058	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-06-04	public	run.zq,fastq,sra	s3,gs,ncbi	gs.us-east1,s3.us-east-1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243174	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG021AM2_12MTH_06042020	PAIRED	RANDOM	METAGENOMIC	hSCATG021	hSCATG021AM2	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG021AM2_12MTH_06042020	SRP501636	1552011	SampsonTR_2025	e81b1110-0df4-4573-bfa5-e66f87ce723c
SRR28674800	3	WGS	302	275125624	PRJNA1099939	SAMN40961739	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	121859070	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-09-03	public	fastq,sra,run.zq	gs,ncbi,s3	ncbi.public,s3.us-east-1,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243167	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG021AM1_3MTH_09032019	PAIRED	RANDOM	METAGENOMIC	hSCATG021	hSCATG021AM1	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG021AM1_3MTH_09032019	SRP501636	1077263	SampsonTR_2025	3672af1b-b759-4ab1-ac16-197335987e7b
SRR28674805	12	WGS	302	276987756	PRJNA1099939	SAMN40961889	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	124914679	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-07-08	public	sra,fastq,run.zq	gs,ncbi,s3	gs.us-east1,s3.us-east-1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243162	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG041AM3_12MTH_07082020	PAIRED	RANDOM	METAGENOMIC	hSCATG041	hSCATG041AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG041AM3_12MTH_07082020	SRP501636	999445	SampsonTR_2025	7d972adf-d14d-431e-8e2a-906d8cc33ecc
SRR28674810	12	WGS	302	265740974	PRJNA1099939	SAMN40961877	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	118452798	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-07-08	public	run.zq,sra,fastq	s3,ncbi,gs	ncbi.public,s3.us-east-1,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243157	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG040AM5_12MTH_07082020	PAIRED	RANDOM	METAGENOMIC	hSCATG040	hSCATG040AM5	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG040AM5_12MTH_07082020	SRP501636	1025279	SampsonTR_2025	eef20d03-8b42-4422-893b-ff7622e934fe
SRR28674814	12	WGS	302	391452702	PRJNA1099939	SAMN40961873	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	175125907	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-07-08	public	run.zq,sra,fastq	gs,s3,ncbi	gs.us-east1,ncbi.public,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243153	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG039AM7_12MTH_07082020	PAIRED	RANDOM	METAGENOMIC	hSCATG039	hSCATG039AM7	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:59:00Z	1	hSCATG039AM7_12MTH_07082020	SRP501636	1558629	SampsonTR_2025	0cda53c0-0d75-4e09-af93-ec3c29b4a2f2
SRR28674815	6	WGS	302	452675954	PRJNA1099939	SAMN40961872	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	199088348	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-01-08	public	sra,fastq,run.zq	s3,gs,ncbi	gs.us-east1,ncbi.public,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243152	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG039AM6_6MTH_01082020	PAIRED	RANDOM	METAGENOMIC	hSCATG039	hSCATG039AM6	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG039AM6_6MTH_01082020	SRP501636	1795715	SampsonTR_2025	0354e9fa-c42e-4e8d-bba3-90ab57679749
SRR28674816	3	WGS	302	408690560	PRJNA1099939	SAMN40961871	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	182116152	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-10-08	public	run.zq,sra,fastq	ncbi,s3,gs	ncbi.public,s3.us-east-1,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243151	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG039AM6_3MTH_10082019	PAIRED	RANDOM	METAGENOMIC	hSCATG039	hSCATG039AM6	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG039AM6_3MTH_10082019	SRP501636	1514460	SampsonTR_2025	c4fed0d1-dcc4-43b8-80e1-7e274e7cdfcc
SRR28674817	6	WGS	302	433103938	PRJNA1099939	SAMN40961736	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	190783412	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-12-03	public	sra,fastq,run.zq	ncbi,s3,gs	ncbi.public,s3.us-east-1,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243150	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG020AM1_6MTH_12032019	PAIRED	RANDOM	METAGENOMIC	hSCATG020	hSCATG020AM1	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG020AM1_6MTH_12032019	SRP501636	1720000	SampsonTR_2025	ea17e7aa-d9ef-4938-b5bb-dc07cec8810f
SRR28674818	6	WGS	302	397192212	PRJNA1099939	SAMN40961848	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	174509824	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-01-02	public	run.zq,fastq,sra	gs,s3,ncbi	gs.us-east1,s3.us-east-1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243149	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG036AM3_6MTH_01022020	PAIRED	RANDOM	METAGENOMIC	hSCATG036	hSCATG036AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG036AM3_6MTH_01022020	SRP501636	1602367	SampsonTR_2025	91c810ec-b66b-4b95-ba72-e9f772ab84ce
SRR28674828	6	WGS	302	438206228	PRJNA1099939	SAMN40961824	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	194100056	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-01-02	public	fastq,run.zq,sra	gs,s3,ncbi	s3.us-east-1,gs.us-east1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243139	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG034AM3_6MTH_01022020	PAIRED	RANDOM	METAGENOMIC	hSCATG034	hSCATG034AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG034AM3_6MTH_01022020	SRP501636	1781412	SampsonTR_2025	d41f3e5f-ce08-4565-8cea-e1cb4f360b8e
SRR28674829	3	WGS	302	468397470	PRJNA1099939	SAMN40961823	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	207297031	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-10-03	public	fastq,sra,run.zq	s3,gs,ncbi	gs.us-east1,ncbi.public,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243138	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG034AM3_3MTH_10032019	PAIRED	RANDOM	METAGENOMIC	hSCATG034	hSCATG034AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG034AM3_3MTH_10032019	SRP501636	1951258	SampsonTR_2025	71b542d9-d2fa-4a81-912f-bac6cf1946bf
SRR28674835	12	WGS	302	251940178	PRJNA1099939	SAMN40961769	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	115457720	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-06-11	public	sra,fastq,run.zq	gs,ncbi,s3	ncbi.public,s3.us-east-1,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243132	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG025AM2_12MTH_06112020	PAIRED	RANDOM	METAGENOMIC	hSCATG025	hSCATG025AM2	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:59:00Z	1	hSCATG025AM2_12MTH_06112020	SRP501636	941458	SampsonTR_2025	941de433-0f6c-42e1-b9e7-d4c97684a5d7
SRR28674836	6	WGS	302	401506886	PRJNA1099939	SAMN40961768	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	182571382	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-12-16	public	run.zq,sra,fastq	s3,ncbi,gs	s3.us-east-1,ncbi.public,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243131	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG023AM3_6MTH_12162019	PAIRED	RANDOM	METAGENOMIC	hSCATG023	hSCATG023AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG023AM3_6MTH_12162019	SRP501636	1576133	SampsonTR_2025	9e1a37af-dd55-4900-ab17-2c31bb3cae4e
SRR28674849	3	WGS	302	430292922	PRJNA1099939	SAMN40961907	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	191411009	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-02-19	public	fastq,sra,run.zq	s3,gs,ncbi	ncbi.public,s3.us-east-1,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243118	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG053AM1_3MTH_02192020	PAIRED	RANDOM	METAGENOMIC	hSCATG053	hSCATG053AM1	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG053AM1_3MTH_02192020	SRP501636	1732526	SampsonTR_2025	307e52cc-ed44-4207-8c4e-9b5e48c7d8eb
SRR28674850	3	WGS	302	462901674	PRJNA1099939	SAMN40961899	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	203403371	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-11-12	public	fastq,sra,run.zq	s3,gs,ncbi	s3.us-east-1,gs.us-east1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243117	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG043AM3_3MTH_11122019	PAIRED	RANDOM	METAGENOMIC	hSCATG043	hSCATG043AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG043AM3_3MTH_11122019	SRP501636	1477977	SampsonTR_2025	66cbdd55-b5b6-4ced-95cf-53a7548ba4f7
